order_id,product_id,quantity,item_price
4886,70,3,16567
4886,129,2,32558
4887,79,2,36689
4887,180,1,48059
4888,121,1,3739
4889,62,2,18175
4889,1,3,28767
4890,165,3,14483
4891,15,3,43933
4892,140,1,26329
4893,9,3,10675
4894,87,2,21455
4894,33,3,4436
4895,74,1,19705
4896,50,2,41168
4897,92,2,36353
4898,85,2,18962
4898,81,3,20884
4898,172,3,37054
4899,159,2,39179
4899,51,1,5628
4899,26,1,45130
4900,148,3,21734
4900,63,1,32065
4900,66,2,39463
4901,111,2,36024
4901,101,3,32850
4902,3,3,14520
4902,65,3,42625
4903,91,1,20961
4903,186,3,27660
4904,22,1,14482
4905,102,1,4749
4905,14,3,10774
4906,13,2,28667
4906,126,3,21464
4907,104,1,34560
4907,174,1,5390
4908,3,2,14520
4908,183,2,42621
4908,170,1,39740
4909,30,2,22654
4909,162,3,37448
4910,47,1,1571
4910,49,2,25475
4911,188,2,8169
4912,62,2,18175
4912,145,3,10776
4913,76,2,5458
4913,70,1,16567
4913,96,2,21704
4914,189,2,9595
4915,160,1,23954
4915,144,3,33781
4916,187,2,19794
4916,148,2,21734
4917,82,3,18227
4917,169,2,30307
4917,183,3,42621
4918,189,1,9595
4918,70,3,16567
4918,154,3,7685
4919,81,3,20884
4919,67,1,19673
4919,12,1,32185
4920,174,2,5390
4920,128,2,1561
4921,70,2,16567
4921,189,2,9595
4921,140,3,26329
4922,129,3,32558
4922,200,2,26353
4922,190,3,30245
4923,73,1,13685
4923,48,3,33786
4924,76,1,5458
4924,101,1,32850
4924,170,1,39740
4925,119,1,15980
4926,10,1,36300
4926,128,1,1561
4926,27,3,40383
4927,2,1,10198
4928,195,2,30134
4929,14,3,10774
4930,117,2,10724
4930,200,1,26353
4931,46,1,37216
4931,17,3,4684
4932,191,1,8185
4932,181,3,6672
4933,172,3,37054
4934,75,1,2188
4935,175,3,317
4935,132,3,2929
4935,84,3,46587
4936,96,1,21704
4936,105,1,47083
4936,138,1,38414
4937,66,2,39463
4938,115,1,36220
4938,158,3,45503
4939,148,1,21734
4939,31,1,45422
4939,197,1,46363
4940,68,2,48501
4940,178,3,300
4941,25,3,22489
4941,101,3,32850
4941,108,3,5618
4942,172,2,37054
4942,42,1,8631
4942,118,1,17388
4943,87,2,21455
4943,62,3,18175
4944,175,1,317
4944,127,2,49842
4945,74,3,19705
4946,172,1,37054
4947,67,2,19673
4947,37,2,45407
4947,55,2,18401
4948,78,3,29573
4948,37,3,45407
4949,148,2,21734
4950,109,3,22816
4951,111,2,36024
4952,2,1,10198
4953,55,1,18401
4954,195,1,30134
4954,75,2,2188
4954,93,2,41514
4955,193,3,1240
4955,166,2,22184
4956,185,3,5287
4956,170,3,39740
4957,136,2,768
4957,41,2,46065
4958,76,3,5458
4958,15,1,43933
4958,79,1,36689
4959,50,2,41168
4959,69,3,34608
4960,121,3,3739
4960,13,2,28667
4960,47,1,1571
4961,124,1,15547
4961,53,1,4686
4962,74,2,19705
4962,197,3,46363
4963,104,2,34560
4964,39,3,18684
4965,81,3,20884
4965,164,3,20609
4965,198,1,4447
4966,138,2,38414
4966,145,1,10776
4967,181,3,6672
4967,147,1,22220
4968,181,1,6672
4968,59,1,21744
4969,185,1,5287
4970,103,3,10233
4970,70,3,16567
4970,76,2,5458
4971,180,1,48059
4971,128,2,1561
4972,184,2,28032
4973,175,2,317
4974,148,1,21734
4975,187,1,19794
4976,17,3,4684
4977,114,1,45820
4977,47,2,1571
4978,58,3,14936
4978,8,3,32892
4979,150,1,42928
4980,3,2,14520
4981,141,3,10278
4982,95,3,26221
4982,157,2,13416
4983,120,3,42554
4983,110,1,32573
4983,48,1,33786
4984,14,3,10774
4984,200,2,26353
4985,171,2,32522
4985,25,3,22489
4985,181,3,6672
4986,193,1,1240
4986,90,2,24471
4987,154,2,7685
4988,92,3,36353
4989,64,2,39934
4989,33,3,4436
4990,170,2,39740
4990,166,2,22184
4991,111,3,36024
4992,135,2,38490
4993,177,1,1034
4993,17,2,4684
4993,147,3,22220
4994,163,2,14508
4994,51,1,5628
4995,160,1,23954
4995,191,1,8185
4995,143,2,17709
4996,74,1,19705
4996,49,3,25475
4997,182,3,24420
4997,159,3,39179
4997,171,2,32522
4998,59,2,21744
4998,174,3,5390
4998,43,2,41763
4999,191,1,8185
5000,34,1,29599
5001,123,2,3064
5001,160,3,23954
5002,98,1,21534
5003,90,3,24471
5004,157,2,13416
5004,35,3,27628
5004,46,3,37216
5005,174,1,5390
5005,104,3,34560
5006,8,2,32892
5007,71,2,28021
5008,116,2,13882
5009,125,3,9322
5010,135,3,38490
5010,86,1,38735
5011,172,2,37054
5011,168,2,47483
5012,25,2,22489
5013,188,2,8169
5013,153,2,13708
5013,1,2,28767
5014,97,2,42480
5014,68,2,48501
5014,28,3,39563
5015,192,3,31528
5015,81,2,20884
5015,193,1,1240
5016,6,3,18053
5016,71,1,28021
5016,69,2,34608
5017,86,3,38735
5017,51,1,5628
5017,37,3,45407
5018,151,3,29899
5018,154,3,7685
5018,36,3,14026
5019,192,1,31528
5019,163,3,14508
5019,188,1,8169
5020,179,1,29467
5021,9,3,10675
5021,62,2,18175
5022,115,2,36220
5022,189,3,9595
5023,184,1,28032
5023,33,2,4436
5023,171,2,32522
5024,38,1,20782
5024,92,2,36353
5025,197,1,46363
5025,191,3,8185
5025,91,1,20961
5026,92,1,36353
5026,92,2,36353
5026,9,2,10675
5027,56,2,24140
5028,127,1,49842
5029,5,1,31251
5030,129,3,32558
5030,154,3,7685
5030,86,2,38735
5031,151,3,29899
5032,132,2,2929
5032,146,1,49725
5033,79,1,36689
5033,198,2,4447
5033,68,3,48501
5034,192,1,31528
5034,82,1,18227
5035,54,1,25831
5036,141,3,10278
5037,20,3,9571
5037,179,1,29467
5038,107,2,23701
5038,112,1,34685
5038,182,1,24420
5039,177,3,1034
5040,137,1,46294
5040,132,3,2929
5040,5,2,31251
5041,169,3,30307
5041,121,2,3739
5041,164,2,20609
5042,149,1,26031
5042,21,3,34297
5043,177,1,1034
5043,52,2,30622
5044,103,3,10233
5044,156,3,48981
5044,85,3,18962
5045,175,1,317
5045,191,1,8185
5045,14,2,10774
5046,88,3,8420
5047,34,3,29599
5047,63,3,32065
5047,1,1,28767
5048,59,3,21744
5048,123,2,3064
5049,61,2,37123
5050,145,3,10776
5051,6,2,18053
5051,102,3,4749
5051,4,2,1374
5052,72,3,19841
5053,186,3,27660
5053,166,1,22184
5053,192,3,31528
5054,72,2,19841
5054,176,3,40884
5054,24,3,20485
5055,164,3,20609
5055,154,2,7685
5055,43,1,41763
5056,12,1,32185
5057,136,1,768
5057,38,2,20782
5057,184,1,28032
5058,52,2,30622
5058,51,2,5628
5058,155,1,25692
5059,52,2,30622
5060,113,2,42362
5060,43,3,41763
5061,79,2,36689
5061,127,3,49842
5061,113,1,42362
5062,142,2,41435
5062,129,2,32558
5062,64,2,39934
5063,152,1,29499
5064,41,2,46065
5064,103,3,10233
5064,68,3,48501
5065,51,1,5628
5066,95,2,26221
5066,177,3,1034
5067,31,3,45422
5067,6,1,18053
5068,56,2,24140
5068,61,2,37123
5069,63,3,32065
5069,108,3,5618
5070,175,3,317
5070,186,1,27660
5070,160,1,23954
5071,132,1,2929
5071,17,2,4684
5071,71,3,28021
5072,55,2,18401
5073,82,2,18227
5074,36,1,14026
5074,28,2,39563
5074,171,3,32522
5075,33,3,4436
5076,20,2,9571
5076,122,1,31671
5077,22,1,14482
5078,145,3,10776
5079,107,1,23701
5079,86,1,38735
5079,3,2,14520
5080,109,1,22816
5080,10,3,36300
5081,92,1,36353
5082,196,2,17999
5083,188,3,8169
5084,151,3,29899
5084,2,2,10198
5085,198,3,4447
5086,125,3,9322
5086,168,3,47483
5086,19,2,40133
5087,189,3,9595
5088,100,2,47667
5088,196,1,17999
5088,42,1,8631
5089,153,2,13708
5090,47,2,1571
5090,54,2,25831
5091,86,3,38735
5092,166,3,22184
5093,188,1,8169
5094,109,3,22816
5094,6,1,18053
5095,7,1,13260
5095,96,2,21704
5095,145,2,10776
5096,72,1,19841
5096,184,3,28032
5096,151,1,29899
5097,36,3,14026
5097,148,1,21734
5097,19,3,40133
5098,200,2,26353
5099,61,3,37123
5100,152,1,29499
5101,154,2,7685
5102,181,1,6672
5102,64,3,39934
5102,88,2,8420
5103,81,3,20884
5104,27,2,40383
5104,118,1,17388
5105,6,3,18053
5105,106,2,6320
5105,99,3,33835
5106,116,1,13882
5106,85,1,18962
5107,51,2,5628
5107,147,3,22220
5107,134,2,13986
5108,170,3,39740
5108,130,3,44185
5108,160,3,23954
5109,88,3,8420
5110,146,1,49725
5111,183,1,42621
5112,55,2,18401
5112,149,1,26031
5112,113,1,42362
5113,119,3,15980
5114,114,3,45820
5114,57,3,31347
5114,175,1,317
5115,56,3,24140
5115,143,2,17709
5115,115,2,36220
5116,125,3,9322
5117,45,1,16624
5118,179,1,29467
5118,21,1,34297
5119,26,1,45130
5119,18,2,46569
5119,93,1,41514
5120,179,3,29467
5121,134,2,13986
5122,76,1,5458
5123,84,2,46587
5123,21,1,34297
5124,55,2,18401
5124,153,3,13708
5125,152,1,29499
5126,132,3,2929
5126,37,3,45407
5126,145,1,10776
5127,17,1,4684
5128,42,2,8631
5129,1,2,28767
5129,157,1,13416
5130,41,1,46065
5130,89,3,21699
5130,128,1,1561
5131,140,3,26329
5131,138,1,38414
5131,185,3,5287
5132,60,3,40975
5132,11,2,15225
5133,138,1,38414
5133,73,2,13685
5133,9,1,10675
5134,110,3,32573
5135,157,1,13416
5135,150,2,42928
5136,99,2,33835
5136,194,3,5942
5137,189,2,9595
5137,8,2,32892
5138,86,2,38735
5139,95,1,26221
5139,98,1,21534
5140,52,2,30622
5140,111,1,36024
5140,38,2,20782
5141,197,2,46363
5142,147,3,22220
5143,175,1,317
5144,174,1,5390
5144,97,1,42480
5145,62,2,18175
5146,181,1,6672
5146,106,1,6320
5146,35,2,27628
5147,6,1,18053
5148,108,2,5618
5148,72,2,19841
5148,118,2,17388
5149,132,3,2929
5149,80,1,39218
5150,198,1,4447
5151,52,3,30622
5151,187,2,19794
5151,26,1,45130
5152,166,1,22184
5152,98,2,21534
5152,53,2,4686
5153,121,1,3739
5153,179,2,29467
5154,63,3,32065
5155,147,2,22220
5155,75,2,2188
5156,8,2,32892
5157,152,3,29499
5158,62,1,18175
5159,189,3,9595
5159,184,3,28032
5159,42,2,8631
5160,112,3,34685
5160,25,1,22489
5160,84,1,46587
5161,43,1,41763
5161,86,1,38735
5161,74,3,19705
5162,120,3,42554
5163,145,2,10776
5163,196,2,17999
5164,76,3,5458
5165,44,3,46706
5165,169,2,30307
5165,22,1,14482
5166,125,1,9322
5166,104,2,34560
5167,138,1,38414
5167,26,2,45130
5167,156,1,48981
5168,119,1,15980
5169,148,2,21734
5169,30,3,22654
5169,198,3,4447
5170,161,3,3863
5171,62,1,18175
5172,25,2,22489
5172,3,2,14520
5173,71,2,28021
5174,33,3,4436
5174,71,3,28021
5174,176,1,40884
5175,109,3,22816
5176,14,1,10774
5176,178,1,300
5177,169,1,30307
5178,150,1,42928
5178,144,3,33781
5179,170,1,39740
5179,24,2,20485
5179,12,1,32185
5180,132,3,2929
5181,200,1,26353
5182,38,1,20782
5182,118,2,17388
5182,18,1,46569
5183,191,3,8185
5184,197,3,46363
5184,179,3,29467
5184,144,1,33781
5185,16,3,23458
5185,136,1,768
5186,136,3,768
5187,144,3,33781
5188,13,2,28667
5188,152,2,29499
5188,102,2,4749
5189,144,3,33781
5189,61,3,37123
5190,11,2,15225
5190,94,3,42657
5191,182,1,24420
5192,44,3,46706
5192,162,1,37448
5193,103,2,10233
5194,21,3,34297
5195,193,1,1240
5195,114,3,45820
5195,143,2,17709
5196,98,1,21534
5196,65,2,42625
5196,127,2,49842
5197,192,2,31528
5197,37,3,45407
5198,132,3,2929
5199,83,2,18384
5199,200,2,26353
5200,59,1,21744
5200,159,2,39179
5201,104,1,34560
5201,200,2,26353
5202,3,2,14520
5202,95,2,26221
5203,167,3,33041
5203,134,3,13986
5203,181,2,6672
5204,127,1,49842
5204,136,1,768
5205,183,3,42621
5206,168,2,47483
5206,87,3,21455
5207,42,1,8631
5207,47,1,1571
5208,133,3,38944
5208,184,1,28032
5208,23,2,32445
5209,122,3,31671
5209,155,3,25692
5209,106,2,6320
5210,72,3,19841
5211,60,1,40975
5211,57,3,31347
5211,20,3,9571
5212,137,1,46294
5212,139,2,33667
5212,42,1,8631
5213,100,1,47667
5213,183,1,42621
5214,154,1,7685
5214,101,2,32850
5214,199,1,14421
5215,140,2,26329
5216,165,1,14483
5216,143,2,17709
5216,161,1,3863
5217,44,2,46706
5218,6,1,18053
5219,192,1,31528
5219,83,3,18384
5220,33,1,4436
5221,154,3,7685
5222,159,3,39179
5222,88,2,8420
5222,119,1,15980
5223,49,1,25475
5223,155,3,25692
5223,30,3,22654
5224,164,2,20609
5225,117,1,10724
5225,171,2,32522
5226,190,1,30245
5226,118,2,17388
5226,120,3,42554
5227,24,3,20485
5227,76,3,5458
5227,21,3,34297
5228,148,2,21734
5228,192,2,31528
5228,121,1,3739
5229,97,1,42480
5229,192,1,31528
5229,75,1,2188
5230,146,3,49725
5230,89,2,21699
5231,122,3,31671
5232,13,3,28667
5233,72,2,19841
5233,98,3,21534
5233,153,3,13708
5234,54,1,25831
5234,117,2,10724
5235,91,2,20961
5236,32,1,24519
5237,123,1,3064
5237,124,3,15547
5237,162,3,37448
5238,154,3,7685
5238,84,2,46587
5239,14,1,10774
5239,196,2,17999
5239,82,2,18227
5240,182,3,24420
5240,39,3,18684
5240,129,2,32558
5241,114,2,45820
5241,122,2,31671
5241,17,3,4684
5242,18,3,46569
5242,108,2,5618
5242,37,1,45407
5243,39,2,18684
5244,102,3,4749
5244,9,3,10675
5244,74,2,19705
5245,24,3,20485
5246,126,3,21464
5247,59,2,21744
5247,5,1,31251
5247,184,3,28032
5248,51,2,5628
5248,186,2,27660
5248,36,2,14026
5249,123,3,3064
5249,19,1,40133
5250,155,1,25692
5251,124,2,15547
5251,120,3,42554
5251,175,1,317
5252,15,3,43933
5252,12,3,32185
5253,60,3,40975
5253,129,1,32558
5253,160,3,23954
5254,137,2,46294
5254,163,2,14508
5254,53,1,4686
5255,69,3,34608
5255,1,1,28767
5256,133,1,38944
5256,167,1,33041
5256,82,1,18227
5257,19,2,40133
5257,154,2,7685
5257,114,2,45820
5258,136,3,768
5258,91,1,20961
5259,161,3,3863
5260,150,3,42928
5260,185,2,5287
5261,59,1,21744
5261,97,1,42480
5261,9,2,10675
5262,13,3,28667
5263,14,3,10774
5264,51,1,5628
5265,107,2,23701
5265,53,3,4686
5265,94,1,42657
5266,47,1,1571
5266,77,2,30770
5267,124,1,15547
5267,87,1,21455
5268,181,3,6672
5268,126,1,21464
5269,131,1,36346
5269,123,2,3064
5270,186,2,27660
5270,145,1,10776
5271,69,3,34608
5271,37,2,45407
5271,20,2,9571
5272,141,2,10278
5272,17,1,4684
5273,160,1,23954
5273,27,2,40383
5274,81,1,20884
5275,153,1,13708
5275,186,2,27660
5275,61,1,37123
5276,183,3,42621
5276,64,2,39934
5277,137,2,46294
5277,112,2,34685
5277,60,3,40975
5278,196,2,17999
5278,93,2,41514
5278,126,2,21464
5279,29,3,35010
5279,2,3,10198
5280,142,1,41435
5281,133,1,38944
5282,2,2,10198
5283,40,2,38128
5283,8,3,32892
5284,164,2,20609
5284,147,1,22220
5285,192,3,31528
5286,169,2,30307
5286,129,1,32558
5286,166,2,22184
5287,69,2,34608
5287,160,1,23954
5287,198,3,4447
5288,164,1,20609
5288,21,3,34297
5288,24,2,20485
5289,143,3,17709
5290,104,1,34560
5290,84,2,46587
5291,153,2,13708
5291,57,3,31347
5291,195,3,30134
5292,153,1,13708
5293,110,3,32573
5293,93,3,41514
5294,75,2,2188
5295,168,1,47483
5296,122,2,31671
5296,11,2,15225
5296,66,3,39463
5297,188,1,8169
5298,44,1,46706
5298,55,3,18401
5298,180,3,48059
5299,92,1,36353
5300,31,2,45422
5300,96,1,21704
5300,103,1,10233
5301,197,1,46363
5301,76,2,5458
5302,57,1,31347
5302,134,3,13986
5302,21,1,34297
5303,7,2,13260
5303,57,3,31347
5303,63,3,32065
5304,110,3,32573
5305,75,3,2188
5306,200,3,26353
5306,197,3,46363
5306,199,2,14421
5307,5,1,31251
5307,169,2,30307
5308,48,2,33786
5308,84,2,46587
5308,83,3,18384
5309,10,1,36300
5309,13,1,28667
5309,184,3,28032
5310,1,1,28767
5310,187,1,19794
5311,9,2,10675
5311,25,1,22489
5311,73,2,13685
5312,143,3,17709
5312,152,2,29499
5312,140,1,26329
5313,185,3,5287
5313,124,3,15547
5314,192,3,31528
5315,72,1,19841
5316,34,3,29599
5316,3,2,14520
5316,89,1,21699
5317,115,1,36220
5318,81,1,20884
5318,146,2,49725
5318,118,1,17388
5319,135,2,38490
5319,7,1,13260
5319,76,3,5458
5320,198,1,4447
5320,17,1,4684
5321,91,2,20961
5322,169,1,30307
5322,27,3,40383
5323,121,3,3739
5323,30,3,22654
5324,58,3,14936
5324,62,3,18175
5324,68,3,48501
5325,94,1,42657
5325,69,3,34608
5325,141,3,10278
5326,13,3,28667
5326,147,1,22220
5326,63,1,32065
5327,31,1,45422
5328,85,3,18962
5328,50,3,41168
5329,26,1,45130
5329,26,3,45130
5330,164,1,20609
5330,78,2,29573
5330,168,3,47483
5331,184,1,28032
5331,14,2,10774
5331,187,3,19794
5332,116,3,13882
5333,179,3,29467
5333,172,3,37054
5333,129,3,32558
5334,91,2,20961
5334,112,3,34685
5334,82,3,18227
5335,147,1,22220
5335,121,2,3739
5335,132,3,2929
5336,119,1,15980
5336,15,2,43933
5336,177,3,1034
5337,149,1,26031
5337,200,2,26353
5338,14,2,10774
5338,163,2,14508
5339,50,2,41168
5339,117,2,10724
5340,108,1,5618
5341,124,1,15547
5341,77,1,30770
5342,60,2,40975
5343,32,2,24519
5344,26,2,45130
5344,29,1,35010
5345,27,3,40383
5345,70,2,16567
5346,52,2,30622
5347,149,3,26031
5348,186,1,27660
5348,191,2,8185
5348,106,3,6320
5349,66,3,39463
5349,9,1,10675
5349,44,3,46706
5350,109,3,22816
5351,115,3,36220
5351,34,2,29599
5352,97,2,42480
5352,6,1,18053
5353,31,3,45422
5354,68,2,48501
5354,153,2,13708
5354,195,3,30134
5355,57,1,31347
5355,135,3,38490
5355,116,1,13882
5356,70,2,16567
5356,8,1,32892
5357,52,1,30622
5358,174,1,5390
5359,84,2,46587
5359,76,1,5458
5360,185,3,5287
5360,180,1,48059
5361,146,1,49725
5361,35,3,27628
5361,72,2,19841
5362,39,3,18684
5362,69,2,34608
5362,137,1,46294
5363,112,2,34685
5363,42,3,8631
5364,76,2,5458
5364,150,1,42928
5364,83,1,18384
5365,197,3,46363
5366,43,3,41763
5367,82,2,18227
5368,10,1,36300
5368,199,1,14421
5368,142,2,41435
5369,79,1,36689
5370,35,2,27628
5370,69,2,34608
5371,150,2,42928
5371,122,1,31671
5371,141,3,10278
5372,102,1,4749
5373,138,1,38414
5374,33,1,4436
5375,79,1,36689
5376,94,3,42657
5376,174,3,5390
5376,193,2,1240
5377,62,3,18175
5377,174,3,5390
5377,100,1,47667
5378,153,2,13708
5378,18,2,46569
5378,8,1,32892
5379,20,1,9571
5379,42,3,8631
5380,63,1,32065
5380,35,3,27628
5381,3,2,14520
5381,114,2,45820
5381,31,1,45422
5382,13,1,28667
5382,138,2,38414
5383,136,2,768
5383,97,3,42480
5383,36,3,14026
5384,22,3,14482
5384,36,2,14026
5384,38,2,20782
5385,112,1,34685
5385,68,3,48501
5385,19,2,40133
5386,64,3,39934
5386,42,3,8631
5386,175,1,317
5387,44,1,46706
5387,86,2,38735
5387,122,1,31671
5388,78,2,29573
5388,13,1,28667
5388,80,2,39218
5389,177,2,1034
5390,188,2,8169
5390,36,3,14026
5391,137,3,46294
5392,62,1,18175
5393,37,3,45407
5393,101,1,32850
5393,131,1,36346
5394,10,3,36300
5394,33,3,4436
5395,12,1,32185
5395,175,2,317
5395,184,2,28032
5396,89,2,21699
5396,111,1,36024
5397,180,3,48059
5398,53,1,4686
5398,114,2,45820
5398,20,3,9571
5399,67,2,19673
5400,142,2,41435
5400,136,3,768
5401,62,1,18175
5401,8,3,32892
5402,104,3,34560
5403,149,1,26031
5403,195,2,30134
5404,47,3,1571
5404,111,3,36024
5404,16,3,23458
5405,157,2,13416
5406,43,1,41763
5406,108,3,5618
5406,185,3,5287
5407,160,2,23954
5408,146,2,49725
5409,68,1,48501
5410,121,1,3739
5410,189,2,9595
5411,166,1,22184
5411,62,3,18175
5411,51,1,5628
5412,195,1,30134
5412,27,3,40383
5413,3,1,14520
5413,141,2,10278
5414,200,2,26353
5415,138,1,38414
5415,178,1,300
5415,75,3,2188
5416,108,2,5618
5417,123,1,3064
5417,143,2,17709
5417,1,3,28767
5418,99,1,33835
5419,105,1,47083
5419,125,2,9322
5420,116,2,13882
5420,19,1,40133
5420,83,1,18384
5421,145,2,10776
5421,166,3,22184
5422,118,1,17388
5422,169,2,30307
5422,131,2,36346
5423,4,1,1374
5424,73,3,13685
5425,113,3,42362
5426,73,2,13685
5426,198,2,4447
5426,8,3,32892
5427,166,1,22184
5427,113,2,42362
5428,30,2,22654
5428,163,1,14508
5429,200,2,26353
5430,16,3,23458
5430,127,3,49842
5431,7,3,13260
5431,5,3,31251
5432,7,1,13260
5432,135,1,38490
5433,53,1,4686
5433,186,1,27660
5434,76,3,5458
5434,190,3,30245
5435,159,1,39179
5436,150,3,42928
5437,15,2,43933
5437,190,2,30245
5438,4,2,1374
5438,22,1,14482
5439,123,2,3064
5439,66,1,39463
5440,62,1,18175
5441,198,1,4447
5441,39,1,18684
5441,68,2,48501
5442,59,3,21744
5442,162,2,37448
5442,115,2,36220
5443,6,1,18053
5443,164,1,20609
5443,17,1,4684
5444,119,2,15980
5445,100,1,47667
5446,7,2,13260
5446,49,1,25475
5446,135,1,38490
5447,11,2,15225
5447,62,1,18175
5448,181,1,6672
5448,112,3,34685
5449,154,3,7685
5449,159,2,39179
5450,5,1,31251
5451,127,2,49842
5452,142,1,41435
5452,84,2,46587
5453,176,1,40884
5453,190,3,30245
5454,182,1,24420
5454,190,1,30245
5454,115,3,36220
5455,140,1,26329
5456,99,2,33835
5456,119,3,15980
5456,123,3,3064
5457,38,3,20782
5457,93,2,41514
5457,80,2,39218
5458,125,1,9322
5459,11,1,15225
5459,141,1,10278
5459,167,2,33041
5460,200,2,26353
5460,124,2,15547
5460,164,3,20609
5461,56,2,24140
5461,48,1,33786
5462,96,1,21704
5463,92,3,36353
5464,23,3,32445
5465,8,1,32892
5466,25,2,22489
5466,95,2,26221
5466,111,3,36024
5467,63,3,32065
5467,96,1,21704
5468,23,2,32445
5468,64,2,39934
5468,20,1,9571
5469,85,3,18962
5469,171,2,32522
5469,192,3,31528
5470,185,1,5287
5470,45,1,16624
5471,33,3,4436
5471,107,3,23701
5471,32,1,24519
5472,175,3,317
5472,82,3,18227
5473,69,3,34608
5473,73,1,13685
5474,77,3,30770
5474,179,1,29467
5475,99,3,33835
5476,165,3,14483
5476,55,1,18401
5477,176,2,40884
5477,195,1,30134
5478,170,3,39740
5478,144,3,33781
5479,3,1,14520
5480,166,2,22184
5480,78,1,29573
5481,29,2,35010
5482,66,2,39463
5482,176,2,40884
5483,132,2,2929
5483,27,1,40383
5484,74,3,19705
5485,20,2,9571
5486,50,3,41168
5486,154,3,7685
5486,52,1,30622
5487,132,2,2929
5487,116,1,13882
5488,188,2,8169
5488,186,2,27660
5489,4,1,1374
5489,41,3,46065
5489,128,3,1561
5490,163,2,14508
5490,61,3,37123
5490,9,1,10675
5491,198,1,4447
5492,74,1,19705
5493,89,3,21699
5494,3,3,14520
5495,176,1,40884
5495,118,3,17388
5495,58,3,14936
5496,153,3,13708
5496,3,1,14520
5497,18,2,46569
5497,95,2,26221
5497,78,2,29573
5498,180,3,48059
5498,93,2,41514
5499,81,2,20884
5499,71,1,28021
5500,159,3,39179
5500,90,3,24471
5500,188,3,8169
5501,45,1,16624
5501,193,1,1240
5502,196,1,17999
5502,9,1,10675
5503,132,1,2929
5503,187,1,19794
5503,11,2,15225
5504,9,3,10675
5505,24,3,20485
5506,123,2,3064
5506,161,3,3863
5506,113,1,42362
5507,71,2,28021
5507,91,1,20961
5507,200,3,26353
5508,70,2,16567
5508,122,2,31671
5508,42,1,8631
5509,195,3,30134
5510,151,1,29899
5510,128,3,1561
5511,19,1,40133
5511,65,1,42625
5512,195,1,30134
5513,184,2,28032
5513,77,1,30770
5514,133,1,38944
5514,9,3,10675
5515,24,2,20485
5515,124,2,15547
5515,105,3,47083
5516,178,3,300
5517,199,1,14421
5517,107,1,23701
5518,158,1,45503
5518,193,2,1240
5518,63,2,32065
5519,166,2,22184
5519,174,1,5390
5520,44,1,46706
5520,32,3,24519
5520,68,3,48501
5521,195,2,30134
5521,144,2,33781
5521,109,2,22816
5522,199,2,14421
5522,118,1,17388
5523,152,1,29499
5523,197,2,46363
5523,169,1,30307
5524,38,2,20782
5524,125,3,9322
5525,64,1,39934
5525,122,1,31671
5526,101,1,32850
5526,81,2,20884
5526,118,3,17388
5527,23,2,32445
5527,176,1,40884
5528,102,3,4749
5529,46,3,37216
5529,77,1,30770
5530,159,1,39179
5530,89,1,21699
5530,34,1,29599
5531,59,1,21744
5532,34,1,29599
5533,88,3,8420
5533,133,2,38944
5533,3,3,14520
5534,80,3,39218
5535,130,1,44185
5536,40,3,38128
5536,172,3,37054
5536,73,1,13685
5537,40,3,38128
5537,194,3,5942
5537,25,3,22489
5538,184,2,28032
5538,22,1,14482
5538,84,3,46587
5539,110,3,32573
5540,78,2,29573
5540,6,1,18053
5540,144,1,33781
5541,134,2,13986
5541,104,1,34560
5541,20,1,9571
5542,96,1,21704
5542,162,1,37448
5543,198,2,4447
5543,75,1,2188
5543,197,1,46363
5544,184,3,28032
5544,173,3,44014
5545,178,2,300
5545,151,2,29899
5545,174,3,5390
5546,113,2,42362
5546,149,2,26031
5546,147,1,22220
5547,196,1,17999
5548,193,2,1240
5548,152,1,29499
5548,137,3,46294
5549,22,2,14482
5549,191,2,8185
5549,119,1,15980
5550,53,3,4686
5550,154,2,7685
5551,111,1,36024
5552,29,3,35010
5552,127,2,49842
5553,61,3,37123
5553,175,2,317
5553,128,1,1561
5554,109,3,22816
5555,17,3,4684
5555,22,1,14482
5555,186,3,27660
5556,144,3,33781
5556,6,3,18053
5557,82,2,18227
5558,186,1,27660
5558,74,2,19705
5558,11,3,15225
5559,138,1,38414
5559,82,3,18227
5560,199,3,14421
5561,155,3,25692
5562,96,2,21704
5562,102,3,4749
5562,24,1,20485
5563,55,1,18401
5563,87,3,21455
5563,173,1,44014
5564,44,3,46706
5564,69,1,34608
5564,182,2,24420
5565,109,2,22816
5565,72,2,19841
5566,160,1,23954
5566,77,3,30770
5566,97,2,42480
5567,39,3,18684
5567,127,1,49842
5568,61,1,37123
5568,129,1,32558
5569,112,1,34685
5569,96,1,21704
5570,168,3,47483
5571,137,1,46294
5572,1,1,28767
5572,5,3,31251
5573,190,2,30245
5573,156,1,48981
5574,73,2,13685
5575,14,1,10774
5575,102,2,4749
5575,16,2,23458
5576,3,1,14520
5576,14,1,10774
5576,78,3,29573
5577,82,1,18227
5577,61,3,37123
5577,154,3,7685
5578,96,3,21704
5579,183,3,42621
5580,35,2,27628
5580,88,3,8420
5580,39,2,18684
5581,119,1,15980
5581,112,1,34685
5581,172,2,37054
5582,13,2,28667
5582,75,2,2188
5582,141,1,10278
5583,90,3,24471
5583,89,3,21699
5584,136,2,768
5584,7,1,13260
5584,127,3,49842
5585,39,1,18684
5585,144,1,33781
5585,62,3,18175
5586,3,1,14520
5587,135,1,38490
