payment_id,order_id,payment_method,payment_date,amount
4610,4610,Cash on Delivery,2021-08-18,147453
4612,4612,Cash on Delivery,2021-02-03,12111
4613,4613,Bank Transfer,2021-04-21,129495
4618,4618,Digital Wallet,2023-02-19,73113
4619,4619,Cash on Delivery,2021-08-20,141436
4620,4620,Bank Transfer,2021-10-06,122551
4622,4622,Bank Transfer,2022-11-04,3786
4623,4623,Bank Transfer,2022-07-01,132895
4628,4628,Bank Transfer,2022-09-07,52110
4630,4630,Digital Wallet,2021-04-04,144147
4634,4634,Cash on Delivery,2023-03-02,41246
4636,4636,Cash on Delivery,2021-02-09,142233
4641,4641,Cash on Delivery,2021-02-10,6044
4642,4642,Bank Transfer,2021-05-28,59819
4645,4645,Digital Wallet,2021-06-09,59247
4646,4646,Bank Transfer,2021-11-23,14941
4647,4647,Cash on Delivery,2022-03-12,64656
4651,4651,Bank Transfer,2021-03-02,61655
4655,4655,Digital Wallet,2021-07-28,32980
4657,4657,Cash on Delivery,2023-05-18,48409
4661,4661,Digital Wallet,2021-10-24,148976
4664,4664,Cash on Delivery,2021-11-21,55088
4665,4665,Bank Transfer,2022-12-15,61256
4670,4670,Cash on Delivery,2022-09-12,45252
4671,4671,Digital Wallet,2022-07-22,56059
4673,4673,Bank Transfer,2022-09-22,12396
4675,4675,Digital Wallet,2021-06-23,18558
4677,4677,Cash on Delivery,2023-06-18,6182
4678,4678,Bank Transfer,2022-12-29,30142
4679,4679,Digital Wallet,2021-12-10,95953
4682,4682,Bank Transfer,2022-02-02,41601
4684,4684,Cash on Delivery,2021-12-12,6797
4687,4687,Bank Transfer,2021-01-03,144386
4694,4694,Digital Wallet,2022-09-05,5652
4700,4700,Digital Wallet,2021-10-31,78811
4702,4702,Bank Transfer,2022-04-12,39848
4703,4703,Digital Wallet,2022-02-18,125968
4706,4706,Cash on Delivery,2022-05-03,98511
4708,4708,Bank Transfer,2021-04-24,73409
4711,4711,Digital Wallet,2021-09-24,48265
4712,4712,Cash on Delivery,2022-04-01,76414
4716,4716,Cash on Delivery,2023-04-04,47847
4719,4719,Digital Wallet,2021-06-22,6751
4720,4720,Cash on Delivery,2023-01-08,37540
4722,4722,Bank Transfer,2021-05-24,90794
4723,4723,Bank Transfer,2022-07-20,122220
4725,4725,Bank Transfer,2021-10-18,35740
4727,4727,Bank Transfer,2023-06-07,99251
4730,4730,Digital Wallet,2021-02-02,88283
4731,4731,Bank Transfer,2021-04-05,7503
4733,4733,Cash on Delivery,2023-04-02,118808
4734,4734,Bank Transfer,2022-01-17,104569
4739,4739,Digital Wallet,2022-08-30,30625
4744,4744,Bank Transfer,2021-09-04,107606
4745,4745,Bank Transfer,2022-07-08,85768
4755,4755,Bank Transfer,2022-07-18,16723
4758,4758,Bank Transfer,2021-08-17,76108
4761,4761,Bank Transfer,2022-11-21,137341
4763,4763,Bank Transfer,2022-11-15,29326
4765,4765,Digital Wallet,2021-09-14,37380
4779,4779,Bank Transfer,2023-01-16,104606
4781,4781,Digital Wallet,2021-09-04,96991
4783,4783,Digital Wallet,2022-03-31,21618
4788,4788,Bank Transfer,2022-07-20,135690
4789,4789,Cash on Delivery,2022-01-02,75178
4796,4796,Bank Transfer,2021-11-27,54364
4799,4799,Bank Transfer,2021-09-14,17279
4801,4801,Cash on Delivery,2023-02-25,63226
4803,4803,Cash on Delivery,2021-11-12,144254
4804,4804,Cash on Delivery,2021-12-17,23508
4805,4805,Bank Transfer,2022-09-07,20800
4813,4813,Bank Transfer,2021-09-02,123526
4814,4814,Cash on Delivery,2022-11-04,16512
4816,4816,Digital Wallet,2022-01-03,51254
4817,4817,Cash on Delivery,2023-05-19,82636
4821,4821,Digital Wallet,2023-04-29,98655
4827,4827,Digital Wallet,2023-04-30,28813
4828,4828,Bank Transfer,2021-11-06,64999
4831,4831,Bank Transfer,2022-08-28,147813
4833,4833,Cash on Delivery,2022-05-02,129520
4834,4834,Cash on Delivery,2021-08-15,71573
4835,4835,Digital Wallet,2023-02-09,71254
4836,4836,Cash on Delivery,2021-05-05,24087
4839,4839,Bank Transfer,2021-01-08,51047
4843,4843,Bank Transfer,2022-10-21,120125
4847,4847,Digital Wallet,2021-01-03,37141
4858,4858,Digital Wallet,2021-08-21,92507
4865,4865,Bank Transfer,2023-05-08,141123
4874,4874,Bank Transfer,2021-03-10,137455
4876,4876,Cash on Delivery,2022-07-22,34249
4880,4880,Digital Wallet,2021-06-09,15138
4886,4886,Bank Transfer,2021-12-10,129565
4887,4887,Cash on Delivery,2021-06-04,68221
4889,4889,Cash on Delivery,2022-08-23,59834
4890,4890,Cash on Delivery,2023-06-09,129116
4894,4894,Bank Transfer,2022-05-25,41346
4895,4895,Cash on Delivery,2021-10-20,33553
4896,4896,Cash on Delivery,2021-11-16,65871
4897,4897,Bank Transfer,2021-02-11,13827
4900,4900,Bank Transfer,2022-12-15,139557
4902,4902,Bank Transfer,2021-08-01,121715
4906,4906,Digital Wallet,2022-09-20,117973
4912,4912,Cash on Delivery,2022-06-21,86279
4913,4913,Digital Wallet,2021-04-07,81471
4914,4914,Bank Transfer,2022-11-15,28125
4917,4917,Digital Wallet,2021-10-27,43780
4918,4918,Cash on Delivery,2022-04-01,140657
4919,4919,Cash on Delivery,2021-03-07,56065
4921,4921,Digital Wallet,2021-12-20,28509
4929,4929,Digital Wallet,2023-05-01,93835
4931,4931,Bank Transfer,2021-11-19,104113
4932,4932,Cash on Delivery,2022-08-16,74434
4939,4939,Digital Wallet,2022-09-04,85623
4940,4940,Bank Transfer,2022-12-21,120988
4941,4941,Digital Wallet,2022-08-22,7249
4943,4943,Bank Transfer,2021-03-16,114548
4946,4946,Cash on Delivery,2021-01-05,109864
4947,4947,Bank Transfer,2023-03-18,100772
4952,4952,Cash on Delivery,2023-05-29,115220
4955,4955,Bank Transfer,2022-04-15,120743
4957,4957,Digital Wallet,2021-05-18,112106
4959,4959,Digital Wallet,2023-03-04,62917
4961,4961,Digital Wallet,2022-12-12,102232
4963,4963,Bank Transfer,2021-11-21,34010
4967,4967,Cash on Delivery,2022-11-19,116251
4968,4968,Bank Transfer,2022-03-13,41822
4969,4969,Digital Wallet,2021-04-26,23389
4970,4970,Cash on Delivery,2023-03-24,69968
4971,4971,Cash on Delivery,2023-04-22,66393
4975,4975,Bank Transfer,2021-07-29,113217
4977,4977,Bank Transfer,2022-01-26,68341
4981,4981,Digital Wallet,2022-12-16,108390
4987,4987,Bank Transfer,2023-01-03,104236
4988,4988,Cash on Delivery,2023-06-07,899
4990,4990,Digital Wallet,2023-02-21,35844
4993,4993,Digital Wallet,2021-03-21,68208
4997,4997,Bank Transfer,2022-07-08,148376
5002,5002,Bank Transfer,2021-10-06,107762
5005,5005,Cash on Delivery,2022-12-05,63429
5010,5010,Bank Transfer,2021-02-21,59432
5014,5014,Digital Wallet,2022-04-04,7586
5016,5016,Bank Transfer,2021-09-26,147592
5017,5017,Bank Transfer,2022-09-15,8596
5022,5022,Digital Wallet,2022-03-23,8896
5025,5025,Digital Wallet,2021-04-26,95851
5031,5031,Cash on Delivery,2022-05-03,106783
5032,5032,Bank Transfer,2023-06-05,126557
5033,5033,Cash on Delivery,2022-07-04,108957
5039,5039,Cash on Delivery,2022-01-09,45242
5042,5042,Bank Transfer,2021-10-17,80726
5049,5049,Bank Transfer,2022-09-12,48765
5050,5050,Cash on Delivery,2023-04-15,55280
5052,5052,Digital Wallet,2021-07-29,101204
5061,5061,Digital Wallet,2021-09-02,29989
5062,5062,Digital Wallet,2022-04-24,136790
5073,5073,Cash on Delivery,2021-07-23,8853
5074,5074,Cash on Delivery,2021-03-04,112523
5075,5075,Bank Transfer,2021-03-26,86942
5076,5076,Digital Wallet,2021-02-19,111168
5077,5077,Cash on Delivery,2021-05-25,132085
5082,5082,Bank Transfer,2022-04-26,82933
5089,5089,Digital Wallet,2021-10-31,130383
5091,5091,Digital Wallet,2022-06-21,52561
5094,5094,Bank Transfer,2021-06-05,19018
5098,5098,Bank Transfer,2022-12-13,58256
5099,5099,Digital Wallet,2023-05-08,31750
5102,5102,Digital Wallet,2022-04-15,75663
5104,5104,Cash on Delivery,2022-11-19,129837
5105,5105,Cash on Delivery,2021-02-21,107902
5107,5107,Digital Wallet,2021-04-28,125957
5109,5109,Cash on Delivery,2021-02-14,51449
5110,5110,Bank Transfer,2022-12-27,42876
5111,5111,Bank Transfer,2021-01-10,66073
5112,5112,Digital Wallet,2021-02-03,53038
5114,5114,Bank Transfer,2023-01-05,35587
5117,5117,Digital Wallet,2023-05-25,142211
5121,5121,Digital Wallet,2022-09-07,99476
5128,5128,Bank Transfer,2023-04-12,61396
5129,5129,Cash on Delivery,2023-06-17,124050
5137,5137,Digital Wallet,2022-11-17,143448
5138,5138,Cash on Delivery,2021-01-03,130313
5141,5141,Digital Wallet,2022-11-12,145667
5143,5143,Cash on Delivery,2023-03-20,15371
5146,5146,Cash on Delivery,2021-08-02,77968
5147,5147,Bank Transfer,2023-06-18,143048
5148,5148,Cash on Delivery,2022-10-30,1803
5153,5153,Cash on Delivery,2023-04-12,48093
5154,5154,Digital Wallet,2021-03-01,1407
5155,5155,Digital Wallet,2022-08-27,138970
5157,5157,Bank Transfer,2021-08-29,86677
5159,5159,Digital Wallet,2023-01-15,94063
5164,5164,Cash on Delivery,2022-09-07,139786
5168,5168,Digital Wallet,2022-03-11,20768
5171,5171,Digital Wallet,2022-06-09,99869
5173,5173,Bank Transfer,2022-06-17,51763
5178,5178,Digital Wallet,2021-03-17,40767
5182,5182,Digital Wallet,2022-05-25,86297
5184,5184,Digital Wallet,2021-10-25,51689
5194,5194,Bank Transfer,2022-02-12,74657
5195,5195,Cash on Delivery,2022-07-10,128455
5198,5198,Cash on Delivery,2021-01-26,89476
5201,5201,Cash on Delivery,2022-08-30,139073
5207,5207,Digital Wallet,2021-06-23,55098
5209,5209,Cash on Delivery,2022-09-16,21802
5212,5212,Digital Wallet,2022-07-03,101163
5217,5217,Bank Transfer,2021-10-31,43042
5218,5218,Cash on Delivery,2023-05-09,37986
5226,5226,Digital Wallet,2023-04-23,54444
5228,5228,Bank Transfer,2021-12-26,39645
5230,5230,Cash on Delivery,2022-10-26,65185
5233,5233,Cash on Delivery,2023-03-04,122676
5240,5240,Cash on Delivery,2022-10-04,142006
5241,5241,Bank Transfer,2023-03-04,144797
5242,5242,Cash on Delivery,2021-07-20,35892
5248,5248,Bank Transfer,2022-08-09,33980
5250,5250,Cash on Delivery,2021-12-19,130775
5251,5251,Bank Transfer,2021-06-15,105100
5253,5253,Bank Transfer,2023-04-21,33304
5255,5255,Cash on Delivery,2021-02-12,42572
5256,5256,Cash on Delivery,2022-10-17,10027
5267,5267,Cash on Delivery,2021-09-19,65704
5276,5276,Bank Transfer,2022-06-03,25463
5283,5283,Bank Transfer,2021-11-17,21859
5286,5286,Cash on Delivery,2022-04-28,41729
5291,5291,Digital Wallet,2021-11-04,96103
5294,5294,Digital Wallet,2021-12-31,33296
5295,5295,Cash on Delivery,2021-11-23,80241
5296,5296,Digital Wallet,2023-01-09,130428
5299,5299,Digital Wallet,2023-01-21,27648
5300,5300,Digital Wallet,2022-04-14,67929
5302,5302,Digital Wallet,2022-08-04,39336
5303,5303,Bank Transfer,2022-04-03,89543
5311,5311,Cash on Delivery,2022-11-24,62408
5313,5313,Bank Transfer,2022-11-05,67572
5315,5315,Cash on Delivery,2021-12-18,98974
5318,5318,Digital Wallet,2023-04-25,15138
5321,5321,Cash on Delivery,2021-04-25,132379
5335,5335,Bank Transfer,2022-08-22,126442
5336,5336,Bank Transfer,2021-04-07,21907
5342,5342,Digital Wallet,2022-05-01,79262
5343,5343,Cash on Delivery,2023-05-16,1413
5344,5344,Digital Wallet,2022-04-12,96251
5346,5346,Cash on Delivery,2021-04-08,86090
5350,5350,Digital Wallet,2021-04-14,65725
5352,5352,Digital Wallet,2022-06-23,52651
5354,5354,Bank Transfer,2022-02-06,139402
5358,5358,Bank Transfer,2021-09-04,3353
5364,5364,Cash on Delivery,2022-07-07,18390
5366,5366,Cash on Delivery,2022-03-28,111002
5367,5367,Cash on Delivery,2021-06-27,24390
5368,5368,Cash on Delivery,2023-03-12,14965
5371,5371,Bank Transfer,2023-05-21,109213
5372,5372,Digital Wallet,2022-10-28,43445
5374,5374,Cash on Delivery,2023-04-16,1697
5377,5377,Digital Wallet,2022-07-21,61349
5378,5378,Bank Transfer,2021-04-20,79155
5386,5386,Digital Wallet,2021-07-18,2019
5390,5390,Cash on Delivery,2021-08-19,63029
5393,5393,Digital Wallet,2022-05-11,61835
5394,5394,Digital Wallet,2021-11-25,41562
5397,5397,Digital Wallet,2022-09-12,125381
5399,5399,Digital Wallet,2022-04-08,72958
5400,5400,Cash on Delivery,2022-06-06,114609
5402,5402,Digital Wallet,2023-02-01,52515
5403,5403,Bank Transfer,2022-05-16,15789
5404,5404,Bank Transfer,2021-06-10,116082
5405,5405,Cash on Delivery,2022-07-18,59397
5406,5406,Cash on Delivery,2022-08-04,126796
5407,5407,Digital Wallet,2022-03-30,63366
5409,5409,Bank Transfer,2023-03-03,60730
5414,5414,Digital Wallet,2022-01-18,127531
5416,5416,Cash on Delivery,2021-02-22,100191
5417,5417,Cash on Delivery,2021-01-07,12903
5420,5420,Digital Wallet,2022-09-20,1251
5422,5422,Bank Transfer,2021-02-26,78948
5426,5426,Bank Transfer,2021-10-06,68566
5430,5430,Cash on Delivery,2022-10-03,99846
5433,5433,Bank Transfer,2022-06-02,81143
5434,5434,Digital Wallet,2021-03-19,54835
5435,5435,Digital Wallet,2022-11-12,23605
5436,5436,Cash on Delivery,2021-06-26,146464
5438,5438,Digital Wallet,2021-09-07,145758
5439,5439,Cash on Delivery,2022-01-20,141719
5441,5441,Digital Wallet,2021-06-02,144564
5444,5444,Digital Wallet,2021-06-27,26748
5445,5445,Cash on Delivery,2023-01-28,6321
5447,5447,Digital Wallet,2022-06-20,92932
5453,5453,Cash on Delivery,2022-09-07,12003
5457,5457,Cash on Delivery,2021-02-17,88187
5458,5458,Bank Transfer,2021-12-29,87913
5460,5460,Bank Transfer,2023-03-11,43922
5462,5462,Bank Transfer,2022-03-21,145328
5466,5466,Bank Transfer,2021-04-17,114384
5467,5467,Digital Wallet,2022-04-15,15865
5468,5468,Bank Transfer,2022-01-16,90586
5475,5475,Digital Wallet,2023-04-23,45693
5477,5477,Digital Wallet,2022-05-26,149680
5483,5483,Bank Transfer,2021-04-20,56388
5485,5485,Bank Transfer,2022-07-11,76194
5490,5490,Bank Transfer,2023-04-23,96121
5491,5491,Digital Wallet,2023-01-17,110105
5495,5495,Digital Wallet,2022-01-26,56993
5496,5496,Digital Wallet,2022-03-11,45915
5499,5499,Digital Wallet,2023-03-09,61204
5501,5501,Bank Transfer,2022-01-19,13034
5502,5502,Bank Transfer,2022-06-08,84676
5511,5511,Bank Transfer,2022-07-27,131594
5514,5514,Cash on Delivery,2022-10-19,50761
5515,5515,Digital Wallet,2023-01-17,108930
5520,5520,Digital Wallet,2022-05-10,96906
5522,5522,Bank Transfer,2021-10-14,7599
5523,5523,Digital Wallet,2021-09-28,134583
5525,5525,Cash on Delivery,2022-08-16,80386
5529,5529,Cash on Delivery,2022-06-16,67079
5540,5540,Bank Transfer,2023-06-09,52580
5541,5541,Bank Transfer,2022-05-18,55519
5546,5546,Digital Wallet,2022-11-10,138261
5547,5547,Cash on Delivery,2022-03-20,704
5549,5549,Cash on Delivery,2022-02-21,116479
5550,5550,Cash on Delivery,2022-02-22,45014
5553,5553,Digital Wallet,2023-04-18,147105
5557,5557,Bank Transfer,2022-06-04,75554
5558,5558,Bank Transfer,2022-08-11,93715
5563,5563,Bank Transfer,2021-04-27,77569
5564,5564,Bank Transfer,2022-05-27,63358
5569,5569,Cash on Delivery,2022-03-08,57490
5572,5572,Digital Wallet,2021-02-07,73520
5577,5577,Cash on Delivery,2022-05-31,16264
5580,5580,Cash on Delivery,2022-07-16,142748
5589,5589,Cash on Delivery,2021-07-03,134754
5590,5590,Cash on Delivery,2022-12-25,10602
5591,5591,Bank Transfer,2023-04-11,145051
5595,5595,Bank Transfer,2021-04-11,80458
5598,5598,Cash on Delivery,2021-08-11,141634
5599,5599,Cash on Delivery,2021-09-06,46487
5606,5606,Bank Transfer,2022-04-21,24498
5607,5607,Bank Transfer,2023-01-17,50540
5609,5609,Cash on Delivery,2023-06-07,21461
5613,5613,Cash on Delivery,2021-03-07,24838
5619,5619,Bank Transfer,2022-12-25,18490
5621,5621,Cash on Delivery,2022-10-24,123006
5624,5624,Digital Wallet,2023-04-11,49422
5625,5625,Bank Transfer,2022-11-21,126792
5626,5626,Bank Transfer,2023-01-22,104539
5630,5630,Cash on Delivery,2021-10-02,139173
5637,5637,Bank Transfer,2022-12-20,74516
5642,5642,Digital Wallet,2021-10-19,133018
5649,5649,Bank Transfer,2022-06-05,32532
5650,5650,Bank Transfer,2023-05-31,89223
5655,5655,Bank Transfer,2021-06-29,105088
5659,5659,Bank Transfer,2022-09-07,92463
5663,5663,Bank Transfer,2021-04-06,66345
5664,5664,Cash on Delivery,2023-03-13,24913
5665,5665,Digital Wallet,2022-11-25,42273
5668,5668,Digital Wallet,2021-10-29,9944
5678,5678,Bank Transfer,2023-01-20,41663
5696,5696,Cash on Delivery,2021-12-03,55777
5697,5697,Bank Transfer,2022-04-14,84362
5698,5698,Bank Transfer,2022-06-20,22224
5711,5711,Cash on Delivery,2021-02-22,148880
5713,5713,Bank Transfer,2021-03-24,43039
5721,5721,Bank Transfer,2022-03-09,60552
5728,5728,Cash on Delivery,2023-02-17,2731
5731,5731,Digital Wallet,2023-03-21,132781
5736,5736,Digital Wallet,2022-08-25,107498
5738,5738,Digital Wallet,2021-11-04,89951
5739,5739,Digital Wallet,2021-12-05,27136
5743,5743,Digital Wallet,2022-06-11,23698
5744,5744,Bank Transfer,2023-02-18,43200
5750,5750,Cash on Delivery,2021-08-15,44652
5751,5751,Digital Wallet,2021-01-23,55342
5761,5761,Bank Transfer,2022-03-01,146708
5768,5768,Cash on Delivery,2021-08-27,124062
5770,5770,Bank Transfer,2021-07-20,148048
5773,5773,Digital Wallet,2022-04-05,72270
5778,5778,Cash on Delivery,2022-02-02,64896
5780,5780,Bank Transfer,2022-12-15,115574
5785,5785,Cash on Delivery,2022-10-28,20589
5788,5788,Bank Transfer,2023-05-19,131309
5790,5790,Digital Wallet,2023-06-19,2448
5793,5793,Digital Wallet,2021-10-16,117168
5794,5794,Digital Wallet,2023-06-13,113036
5798,5798,Cash on Delivery,2021-12-26,80432
5799,5799,Bank Transfer,2021-04-01,10048
5801,5801,Digital Wallet,2022-10-30,134178
5803,5803,Digital Wallet,2023-03-19,143545
5807,5807,Digital Wallet,2021-06-03,96694
5811,5811,Bank Transfer,2022-01-10,35523
5812,5812,Cash on Delivery,2021-07-04,18824
5815,5815,Cash on Delivery,2023-06-02,82297
5816,5816,Digital Wallet,2022-04-23,54304
5817,5817,Digital Wallet,2023-01-25,70416
5825,5825,Cash on Delivery,2021-03-24,16049
5827,5827,Digital Wallet,2022-05-30,42445
5829,5829,Bank Transfer,2022-03-13,23488
5837,5837,Bank Transfer,2022-07-15,131004
5843,5843,Digital Wallet,2022-12-20,140444
5847,5847,Bank Transfer,2023-05-26,24290
5850,5850,Bank Transfer,2021-06-28,6055
5851,5851,Bank Transfer,2021-09-17,101826
5852,5852,Cash on Delivery,2021-03-10,129064
5857,5857,Digital Wallet,2023-05-09,15358
5859,5859,Bank Transfer,2021-12-14,76453
5861,5861,Bank Transfer,2023-04-28,93551
5865,5865,Digital Wallet,2023-01-10,93898
5871,5871,Cash on Delivery,2021-07-28,29895
5872,5872,Digital Wallet,2022-01-11,64822
5873,5873,Bank Transfer,2022-11-22,91415
5875,5875,Bank Transfer,2022-01-18,124194
5877,5877,Cash on Delivery,2023-04-15,18492
5880,5880,Bank Transfer,2022-10-16,108225
5887,5887,Bank Transfer,2023-05-10,78292
5890,5890,Digital Wallet,2023-05-25,4745
5894,5894,Bank Transfer,2023-01-20,27500
5895,5895,Digital Wallet,2022-06-30,94315
5897,5897,Cash on Delivery,2021-09-23,133159
5898,5898,Cash on Delivery,2023-04-17,57624
5899,5899,Digital Wallet,2021-06-10,142530
5902,5902,Cash on Delivery,2023-02-21,132517
5903,5903,Digital Wallet,2023-01-24,44489
5906,5906,Digital Wallet,2021-10-30,53929
5908,5908,Bank Transfer,2021-04-01,95644
5910,5910,Bank Transfer,2022-01-07,52308
5912,5912,Cash on Delivery,2021-02-09,90840
5915,5915,Digital Wallet,2022-06-30,90160
5928,5928,Bank Transfer,2022-12-02,148817
5932,5932,Bank Transfer,2021-01-18,56413
5933,5933,Bank Transfer,2022-10-14,31389
5946,5946,Digital Wallet,2023-02-03,55737
5949,5949,Cash on Delivery,2022-05-20,1546
5952,5952,Cash on Delivery,2021-06-11,19839
5956,5956,Cash on Delivery,2023-01-23,79665
5957,5957,Digital Wallet,2023-04-05,142804
5958,5958,Bank Transfer,2022-04-20,3400
5961,5961,Cash on Delivery,2023-01-05,60510
5963,5963,Digital Wallet,2022-12-25,24503
5964,5964,Digital Wallet,2022-02-14,89719
5966,5966,Digital Wallet,2021-01-30,39154
5967,5967,Digital Wallet,2021-09-26,15306
5971,5971,Cash on Delivery,2021-12-16,114653
5976,5976,Digital Wallet,2021-07-29,104219
5978,5978,Bank Transfer,2022-03-18,18231
5983,5983,Digital Wallet,2021-03-17,23180
5984,5984,Bank Transfer,2022-11-06,17375
5985,5985,Bank Transfer,2022-10-25,64234
5987,5987,Cash on Delivery,2021-04-01,23879
5997,5997,Bank Transfer,2022-07-28,12866
6001,6001,Digital Wallet,2023-01-19,61137
6008,6008,Digital Wallet,2023-01-17,120735
6010,6010,Digital Wallet,2022-05-21,102670
6015,6015,Digital Wallet,2022-08-31,23563
6017,6017,Cash on Delivery,2022-11-11,24879
6018,6018,Digital Wallet,2022-06-23,51233
6019,6019,Bank Transfer,2021-01-02,24692
6020,6020,Cash on Delivery,2021-08-12,144302
6021,6021,Bank Transfer,2022-01-18,142520
6026,6026,Digital Wallet,2022-05-30,19795
6031,6031,Digital Wallet,2021-12-09,140963
6038,6038,Cash on Delivery,2021-10-11,41220
6042,6042,Digital Wallet,2023-02-18,145139
6048,6048,Bank Transfer,2021-11-15,135867
6050,6050,Digital Wallet,2022-03-14,69042
6051,6051,Digital Wallet,2023-04-09,129721
6053,6053,Digital Wallet,2023-04-18,146842
6054,6054,Bank Transfer,2023-05-06,70570
6055,6055,Digital Wallet,2023-03-15,63591
6069,6069,Bank Transfer,2023-03-24,132542
6078,6078,Cash on Delivery,2022-08-23,48487
6082,6082,Digital Wallet,2022-05-23,80322
6090,6090,Digital Wallet,2023-01-26,71557
6093,6093,Cash on Delivery,2022-07-25,142322
6096,6096,Digital Wallet,2021-05-23,24191
6097,6097,Bank Transfer,2022-01-31,127240
6098,6098,Digital Wallet,2021-09-24,92077
6103,6103,Digital Wallet,2022-09-17,83599
6110,6110,Digital Wallet,2021-11-03,126670
6111,6111,Digital Wallet,2022-09-11,66828
6133,6133,Cash on Delivery,2021-11-02,8621
6137,6137,Digital Wallet,2021-04-23,149731
6139,6139,Cash on Delivery,2022-04-11,3094
6141,6141,Bank Transfer,2022-11-11,97597
6143,6143,Bank Transfer,2021-05-17,76672
6146,6146,Bank Transfer,2021-04-17,76692
6148,6148,Digital Wallet,2021-11-13,80598
6150,6150,Cash on Delivery,2022-04-24,94787
6151,6151,Digital Wallet,2021-06-05,98175
6158,6158,Digital Wallet,2022-05-29,91655
6159,6159,Cash on Delivery,2022-02-17,129804
6162,6162,Cash on Delivery,2023-03-07,129368
6163,6163,Cash on Delivery,2021-06-21,141576
6165,6165,Cash on Delivery,2022-03-31,60399
6172,6172,Bank Transfer,2021-10-25,32884
6180,6180,Cash on Delivery,2021-04-14,5785
6182,6182,Cash on Delivery,2022-11-06,129454
6186,6186,Bank Transfer,2022-08-12,33166
6192,6192,Bank Transfer,2022-08-16,96155
6195,6195,Bank Transfer,2021-12-28,37082
6196,6196,Digital Wallet,2022-05-14,117042
6199,6199,Bank Transfer,2022-02-22,142938
6203,6203,Digital Wallet,2021-08-07,12796
6204,6204,Cash on Delivery,2023-04-20,33300
6205,6205,Digital Wallet,2022-09-19,139558
6206,6206,Bank Transfer,2021-10-06,93260
6209,6209,Digital Wallet,2022-09-22,15369
6214,6214,Cash on Delivery,2021-01-23,127605
6215,6215,Digital Wallet,2022-11-12,34735
6219,6219,Cash on Delivery,2023-04-14,70723
6220,6220,Bank Transfer,2023-04-25,16881
6227,6227,Bank Transfer,2021-04-17,37693
6228,6228,Digital Wallet,2022-11-20,41236
6229,6229,Cash on Delivery,2023-03-27,147699
6231,6231,Cash on Delivery,2021-11-27,146815
6232,6232,Bank Transfer,2021-03-26,41587
6234,6234,Digital Wallet,2022-08-05,7699
6244,6244,Bank Transfer,2021-03-29,125278
6245,6245,Digital Wallet,2022-04-06,141961
6247,6247,Digital Wallet,2021-05-28,86167
6254,6254,Bank Transfer,2022-11-18,56050
6255,6255,Bank Transfer,2021-01-29,102820
6257,6257,Bank Transfer,2021-07-23,62210
6258,6258,Digital Wallet,2021-10-01,81466
6259,6259,Digital Wallet,2021-04-24,140748
6261,6261,Bank Transfer,2022-02-03,82822
6267,6267,Digital Wallet,2022-03-22,112521
6270,6270,Digital Wallet,2022-01-18,29768
6272,6272,Digital Wallet,2022-12-07,5401
6273,6273,Bank Transfer,2021-07-09,5876
6274,6274,Digital Wallet,2021-05-31,72801
6279,6279,Digital Wallet,2021-08-16,39475
6284,6284,Digital Wallet,2021-11-02,37910
6285,6285,Cash on Delivery,2022-09-20,21693
6290,6290,Cash on Delivery,2022-10-23,33254
6291,6291,Bank Transfer,2021-11-02,83879
6294,6294,Digital Wallet,2022-12-01,7908
6295,6295,Bank Transfer,2022-07-20,148942
6299,6299,Cash on Delivery,2022-04-21,43400
6300,6300,Cash on Delivery,2021-10-11,620
6301,6301,Digital Wallet,2021-12-07,93293
6302,6302,Cash on Delivery,2022-09-05,68183
6303,6303,Bank Transfer,2023-01-17,29984
6305,6305,Digital Wallet,2021-05-24,143862
6309,6309,Digital Wallet,2022-06-11,39339
6315,6315,Digital Wallet,2022-04-05,13962
6316,6316,Digital Wallet,2023-05-22,677
6320,6320,Bank Transfer,2021-05-06,121958
6321,6321,Digital Wallet,2023-01-23,62015
6322,6322,Cash on Delivery,2021-02-18,108097
6323,6323,Digital Wallet,2022-07-11,149021
6327,6327,Bank Transfer,2022-08-16,106173
6331,6331,Digital Wallet,2021-07-16,64153
6334,6334,Cash on Delivery,2021-03-17,43596
6336,6336,Digital Wallet,2021-12-04,148721
6345,6345,Cash on Delivery,2023-05-29,18451
6350,6350,Digital Wallet,2023-05-13,55442
6351,6351,Digital Wallet,2023-02-18,57962
6352,6352,Digital Wallet,2021-08-22,78995
6357,6357,Digital Wallet,2023-03-10,11762
6359,6359,Digital Wallet,2023-05-30,16197
6361,6361,Bank Transfer,2023-01-13,14677
6362,6362,Digital Wallet,2022-07-09,62781
6363,6363,Bank Transfer,2022-02-01,36622
6365,6365,Bank Transfer,2022-05-11,133664
6369,6369,Cash on Delivery,2023-05-02,63823
6370,6370,Bank Transfer,2021-04-21,49265
6380,6380,Digital Wallet,2023-02-16,114022
6387,6387,Digital Wallet,2021-03-11,106200
6389,6389,Cash on Delivery,2022-05-03,21165
6399,6399,Cash on Delivery,2022-01-02,148081
6401,6401,Digital Wallet,2021-06-26,69409
6403,6403,Digital Wallet,2021-10-22,14767
6404,6404,Digital Wallet,2021-08-26,146436
6405,6405,Digital Wallet,2021-02-23,1151
6411,6411,Cash on Delivery,2022-11-28,106692
6415,6415,Digital Wallet,2023-03-09,21911
6416,6416,Digital Wallet,2021-11-09,110674
