order_id,customer_id,order_date,order_status
3371,3692,2022-04-21,Completed
3372,1770,2023-04-06,Completed
3373,3278,2021-07-18,Cancelled
3374,323,2021-12-17,Returned
3375,89,2021-02-03,Cancelled
3376,4779,2021-07-23,Completed
3377,1514,2022-02-28,Cancelled
3378,1504,2021-09-17,Cancelled
3379,3087,2022-08-15,Completed
3380,927,2023-06-03,Cancelled
3381,1310,2022-07-31,Cancelled
3382,3634,2022-03-20,Completed
3383,4549,2021-01-06,Returned
3384,1822,2022-07-31,Completed
3385,3258,2023-02-14,Cancelled
3386,2131,2021-03-04,Completed
3387,2866,2022-09-23,Returned
3388,4506,2021-11-29,Completed
3389,4945,2021-08-13,Returned
3390,4954,2021-08-19,Completed
3391,3785,2022-12-19,Completed
3392,4041,2021-07-04,Returned
3393,713,2021-06-13,Returned
3394,966,2023-04-22,Cancelled
3395,1821,2021-12-23,Returned
3396,392,2021-11-02,Returned
3397,3517,2021-03-02,Completed
3398,3527,2023-01-06,Cancelled
3399,3708,2022-02-09,Returned
3400,2713,2023-04-24,Completed
3401,3717,2023-06-03,Completed
3402,4530,2022-10-22,Cancelled
3403,2916,2021-07-30,Returned
3404,4008,2021-09-29,Returned
3405,4804,2022-01-18,Completed
3406,3709,2023-01-11,Completed
3407,4143,2023-05-30,Returned
3408,3563,2021-11-05,Completed
3409,3430,2023-02-06,Cancelled
3410,2977,2023-02-11,Cancelled
3411,178,2021-06-23,Completed
3412,4470,2021-01-11,Returned
3413,847,2022-08-02,Completed
3414,4875,2021-02-17,Completed
3415,1526,2023-03-02,Completed
3416,3043,2023-03-07,Cancelled
3417,1952,2022-09-27,Completed
3418,2290,2021-09-23,Returned
3419,4690,2021-02-05,Returned
3420,1845,2021-06-27,Completed
3421,2855,2021-07-17,Completed
3422,1690,2021-06-27,Completed
3423,1375,2021-09-08,Cancelled
3424,551,2021-02-11,Completed
3425,3066,2022-10-30,Cancelled
3426,2819,2023-05-24,Completed
3427,930,2022-09-26,Returned
3428,1854,2021-12-12,Cancelled
3429,2692,2023-03-27,Returned
3430,274,2021-08-20,Cancelled
3431,4759,2022-06-01,Returned
3432,4590,2021-10-19,Returned
3433,1706,2022-10-01,Completed
3434,2012,2021-07-17,Completed
3435,2413,2023-05-21,Completed
3436,3229,2021-06-17,Returned
3437,3496,2021-05-16,Completed
3438,4403,2021-01-28,Cancelled
3439,4623,2023-02-04,Returned
3440,4411,2022-10-23,Completed
3441,1004,2021-05-10,Cancelled
3442,2214,2021-04-03,Completed
3443,4750,2021-02-28,Cancelled
3444,2731,2023-02-09,Returned
3445,3218,2021-11-17,Returned
3446,4925,2022-09-22,Completed
3447,463,2021-05-01,Completed
3448,1989,2022-05-24,Cancelled
3449,1623,2021-03-19,Cancelled
3450,3767,2021-11-13,Returned
3451,3045,2021-10-12,Completed
3452,538,2021-01-16,Cancelled
3453,1494,2022-09-02,Cancelled
3454,762,2022-08-03,Completed
3455,3672,2021-12-17,Returned
3456,802,2022-08-24,Completed
3457,1482,2022-02-10,Cancelled
3458,623,2022-12-21,Completed
3459,819,2022-05-09,Cancelled
3460,1902,2023-01-10,Cancelled
3461,1050,2022-03-10,Cancelled
3462,3879,2021-11-23,Completed
3463,4168,2022-10-07,Cancelled
3464,2064,2022-01-28,Completed
3465,1163,2022-12-20,Completed
3466,3488,2021-05-04,Cancelled
3467,1873,2021-01-28,Completed
3468,4679,2022-08-31,Completed
3469,4367,2021-10-03,Cancelled
3470,1126,2021-10-04,Completed
3471,1566,2021-06-20,Returned
3472,868,2021-03-06,Cancelled
3473,1887,2023-05-31,Cancelled
3474,2906,2021-01-11,Cancelled
3475,771,2021-10-05,Completed
3476,1144,2021-04-13,Returned
3477,861,2021-11-03,Completed
3478,405,2022-06-14,Cancelled
3479,3975,2022-08-29,Cancelled
3480,1145,2021-09-25,Cancelled
3481,4960,2021-05-10,Cancelled
3482,2059,2023-05-31,Completed
3483,1257,2021-04-06,Returned
3484,4467,2021-08-30,Returned
3485,2084,2022-10-06,Returned
3486,2633,2022-12-19,Returned
3487,897,2022-08-28,Completed
3488,61,2021-11-06,Returned
3489,3958,2022-05-20,Completed
3490,3535,2022-05-20,Returned
3491,3132,2023-04-30,Returned
3492,1625,2021-08-02,Completed
3493,1394,2022-08-27,Returned
3494,4573,2022-03-17,Cancelled
3495,781,2022-01-02,Returned
3496,469,2021-06-19,Cancelled
3497,3828,2023-01-04,Returned
3498,2375,2022-03-20,Cancelled
3499,470,2022-06-17,Cancelled
3500,4125,2023-03-16,Cancelled
3501,4320,2022-06-28,Completed
3502,4436,2021-06-25,Cancelled
3503,3582,2022-12-29,Cancelled
3504,1106,2022-02-19,Completed
3505,148,2023-01-28,Returned
3506,2181,2022-02-12,Cancelled
3507,1027,2022-11-06,Returned
3508,1379,2022-01-07,Cancelled
3509,1776,2023-06-02,Returned
3510,2613,2023-01-25,Cancelled
3511,657,2023-03-16,Returned
3512,3210,2021-06-22,Returned
3513,1303,2021-06-26,Completed
3514,2871,2021-01-09,Completed
3515,4369,2021-07-07,Cancelled
3516,3324,2021-06-22,Cancelled
3517,3664,2021-06-26,Returned
3518,3369,2021-07-13,Returned
3519,2064,2021-07-04,Returned
3520,105,2021-04-03,Completed
3521,1332,2021-09-09,Cancelled
3522,715,2021-10-22,Returned
3523,4698,2021-06-29,Returned
3524,94,2023-03-18,Completed
3525,4961,2022-12-21,Returned
3526,3421,2022-02-08,Completed
3527,3633,2021-02-10,Completed
3528,3358,2022-02-13,Completed
3529,2149,2023-05-01,Cancelled
3530,432,2022-08-18,Cancelled
3531,3526,2021-07-18,Completed
3532,547,2022-05-04,Cancelled
3533,323,2021-01-20,Returned
3534,1898,2022-09-22,Completed
3535,409,2023-01-26,Completed
3536,4710,2021-08-13,Completed
3537,3038,2023-02-21,Completed
3538,4414,2022-09-27,Completed
3539,1102,2021-06-14,Cancelled
3540,3799,2021-04-06,Completed
3541,4849,2021-08-16,Cancelled
3542,48,2022-12-13,Completed
3543,3440,2021-01-22,Returned
3544,1177,2022-04-18,Cancelled
3545,306,2021-11-25,Cancelled
3546,2302,2022-02-14,Completed
3547,3425,2023-05-01,Completed
3548,3884,2022-03-23,Completed
3549,3203,2021-10-16,Completed
3550,4307,2023-01-01,Cancelled
3551,85,2021-01-16,Returned
3552,2668,2021-08-22,Cancelled
3553,1422,2021-07-24,Cancelled
3554,3471,2021-04-03,Cancelled
3555,3487,2022-11-06,Completed
3556,1827,2022-11-21,Completed
3557,1685,2023-06-08,Completed
3558,3362,2021-04-28,Completed
3559,2122,2021-10-17,Returned
3560,764,2022-03-22,Cancelled
3561,1125,2021-07-24,Returned
3562,813,2022-02-03,Cancelled
3563,2262,2023-04-17,Cancelled
3564,953,2023-02-06,Completed
3565,3767,2021-07-02,Cancelled
3566,3850,2022-11-06,Cancelled
3567,4288,2022-01-06,Cancelled
3568,3443,2023-02-10,Completed
3569,3457,2023-05-30,Returned
3570,1708,2023-03-21,Cancelled
3571,4952,2021-10-27,Completed
3572,369,2023-04-19,Cancelled
3573,3511,2023-04-09,Completed
3574,3878,2021-12-02,Cancelled
3575,820,2022-06-08,Returned
3576,3616,2021-01-21,Completed
3577,4051,2022-09-27,Returned
3578,4626,2021-07-13,Completed
3579,2456,2022-12-16,Completed
3580,338,2021-06-22,Cancelled
3581,4591,2021-08-13,Cancelled
3582,2521,2021-10-01,Cancelled
3583,638,2023-02-27,Cancelled
3584,1379,2021-08-13,Cancelled
3585,2830,2022-03-15,Cancelled
3586,1609,2022-05-29,Cancelled
3587,4691,2021-09-19,Cancelled
3588,4672,2023-02-19,Completed
3589,1356,2022-01-03,Cancelled
3590,4392,2022-01-14,Returned
3591,1847,2022-01-23,Completed
3592,3425,2022-07-27,Returned
3593,340,2021-10-15,Returned
3594,3831,2021-06-27,Completed
3595,4225,2022-03-21,Returned
3596,2181,2021-03-06,Returned
3597,100,2021-01-04,Returned
3598,2777,2021-08-21,Returned
3599,2763,2022-10-03,Cancelled
3600,3947,2023-01-30,Cancelled
3601,1429,2021-04-04,Cancelled
3602,2282,2021-08-29,Cancelled
3603,4834,2022-09-10,Completed
3604,267,2022-08-19,Completed
3605,3908,2022-07-01,Completed
3606,2146,2022-11-20,Cancelled
3607,409,2021-11-09,Cancelled
3608,3364,2023-01-25,Completed
3609,2406,2021-08-16,Cancelled
3610,4139,2022-06-20,Cancelled
3611,2260,2021-08-06,Cancelled
3612,420,2022-02-10,Returned
3613,3074,2021-03-26,Returned
3614,3698,2023-05-14,Returned
3615,2879,2023-06-19,Cancelled
3616,2101,2022-03-01,Cancelled
3617,1077,2022-11-27,Cancelled
3618,1916,2022-02-18,Returned
3619,551,2022-01-12,Returned
3620,2433,2022-12-12,Completed
3621,4256,2022-01-17,Returned
3622,4989,2022-08-08,Completed
3623,490,2021-06-02,Cancelled
3624,3895,2022-12-14,Completed
3625,4726,2023-05-14,Completed
3626,91,2023-03-07,Returned
3627,2524,2021-12-09,Completed
3628,3723,2022-10-28,Returned
3629,3155,2021-01-21,Cancelled
3630,1935,2022-01-08,Cancelled
3631,3510,2021-02-04,Cancelled
3632,300,2021-08-22,Returned
3633,2032,2022-03-31,Cancelled
3634,3481,2022-08-30,Returned
3635,2013,2021-08-05,Completed
3636,3247,2022-05-10,Returned
3637,3605,2022-11-13,Completed
3638,183,2023-04-18,Cancelled
3639,3859,2022-12-19,Completed
3640,4490,2021-05-19,Completed
3641,1503,2022-03-07,Cancelled
3642,3895,2022-08-12,Returned
3643,2304,2023-03-06,Completed
3644,133,2023-03-01,Returned
3645,3704,2022-06-05,Returned
3646,4154,2022-03-18,Cancelled
3647,1787,2022-05-30,Cancelled
3648,4898,2023-04-08,Completed
3649,3173,2022-04-28,Completed
3650,4692,2022-03-01,Completed
3651,2496,2022-11-28,Completed
3652,4220,2022-12-12,Returned
3653,4127,2023-02-14,Cancelled
3654,3276,2021-01-25,Returned
3655,2580,2023-03-29,Returned
3656,2644,2023-05-19,Completed
3657,2480,2022-08-08,Completed
3658,1139,2023-04-29,Completed
3659,3731,2021-03-02,Cancelled
3660,4596,2022-03-09,Returned
3661,637,2022-07-13,Cancelled
3662,3628,2021-01-31,Cancelled
3663,3202,2021-07-30,Completed
3664,502,2023-02-20,Completed
3665,3295,2023-02-21,Completed
3666,4734,2022-11-24,Completed
3667,3888,2021-07-16,Returned
3668,4763,2021-07-01,Returned
3669,657,2022-11-21,Returned
3670,4396,2021-06-13,Cancelled
3671,984,2022-07-30,Completed
3672,3430,2022-12-21,Cancelled
3673,1672,2023-03-03,Completed
3674,3799,2021-04-03,Cancelled
3675,50,2022-07-01,Cancelled
3676,2523,2022-09-18,Cancelled
3677,1406,2022-02-19,Returned
3678,2392,2021-06-11,Completed
3679,1690,2023-01-06,Returned
3680,4845,2022-07-03,Returned
3681,1921,2021-03-31,Returned
3682,1945,2021-12-01,Cancelled
3683,4928,2022-12-10,Completed
3684,926,2021-10-17,Cancelled
3685,4634,2022-09-18,Cancelled
3686,3684,2021-01-28,Cancelled
3687,4906,2021-07-03,Completed
3688,2786,2023-04-20,Returned
3689,3598,2021-07-14,Completed
3690,3014,2021-09-22,Returned
3691,4346,2021-06-16,Cancelled
3692,1901,2022-07-29,Returned
3693,2277,2022-11-06,Completed
3694,445,2022-12-16,Completed
3695,618,2022-04-23,Returned
3696,4414,2021-04-25,Cancelled
3697,3863,2022-05-30,Completed
3698,3166,2022-10-12,Cancelled
3699,2221,2022-11-11,Completed
3700,934,2021-12-18,Returned
3701,4323,2022-08-17,Completed
3702,844,2022-01-24,Returned
3703,2070,2023-03-02,Returned
3704,1163,2023-05-21,Returned
3705,4187,2021-04-06,Cancelled
3706,13,2021-07-24,Cancelled
3707,380,2021-04-28,Cancelled
3708,446,2022-09-06,Completed
3709,3378,2022-10-08,Cancelled
3710,349,2022-04-02,Completed
3711,1668,2021-02-01,Returned
3712,4419,2021-02-02,Returned
3713,538,2022-04-11,Completed
3714,3295,2021-06-03,Returned
3715,1357,2022-09-08,Cancelled
3716,4508,2021-06-28,Returned
3717,2425,2023-05-03,Cancelled
3718,4314,2021-12-01,Completed
3719,158,2022-04-14,Completed
3720,4230,2022-06-04,Returned
3721,4747,2021-12-14,Returned
3722,1507,2022-10-19,Returned
3723,3826,2022-10-09,Cancelled
3724,728,2021-03-19,Cancelled
3725,4423,2021-01-03,Cancelled
3726,4853,2022-12-03,Completed
3727,4914,2022-01-30,Completed
3728,1405,2023-03-31,Cancelled
3729,3328,2022-02-06,Completed
3730,128,2022-07-25,Completed
3731,4345,2021-05-17,Completed
3732,1967,2022-10-02,Completed
3733,3738,2021-02-28,Returned
3734,1436,2022-03-08,Completed
3735,2168,2021-10-15,Cancelled
3736,1789,2021-11-30,Returned
3737,3126,2022-10-08,Returned
3738,1507,2022-10-20,Cancelled
3739,2737,2022-06-19,Returned
3740,3970,2021-01-07,Completed
3741,1464,2021-01-12,Returned
3742,2419,2023-04-10,Returned
3743,1169,2021-11-02,Completed
3744,3064,2021-08-09,Cancelled
3745,4888,2021-01-20,Returned
3746,738,2021-06-09,Completed
3747,3757,2022-01-08,Completed
3748,74,2021-07-07,Returned
3749,2182,2022-08-07,Cancelled
3750,3319,2023-04-23,Returned
3751,482,2021-09-13,Returned
3752,3087,2022-10-27,Cancelled
3753,7,2021-05-16,Cancelled
3754,1985,2022-01-20,Cancelled
3755,1090,2023-05-15,Returned
3756,2526,2021-02-13,Cancelled
3757,2908,2021-08-16,Returned
3758,3481,2021-09-19,Returned
3759,649,2022-12-18,Returned
3760,3602,2023-03-20,Cancelled
3761,2281,2022-11-27,Completed
3762,1992,2023-06-14,Cancelled
3763,2229,2023-05-11,Returned
3764,4480,2021-05-31,Completed
3765,2886,2023-06-15,Returned
3766,4670,2022-04-08,Cancelled
3767,2038,2022-06-15,Cancelled
3768,2265,2022-12-31,Cancelled
3769,3368,2021-06-05,Completed
3770,1042,2021-08-25,Cancelled
3771,315,2022-01-26,Cancelled
3772,3798,2022-09-11,Returned
3773,4334,2022-02-22,Cancelled
3774,4795,2021-03-17,Completed
3775,3055,2022-08-19,Cancelled
3776,4645,2023-04-17,Cancelled
3777,1427,2021-05-19,Returned
3778,414,2021-09-20,Completed
3779,4955,2022-06-22,Cancelled
3780,1512,2021-06-19,Cancelled
3781,4618,2022-09-27,Completed
3782,91,2022-01-29,Cancelled
3783,3262,2021-03-16,Cancelled
3784,4663,2022-08-21,Cancelled
3785,1450,2021-07-13,Cancelled
3786,3089,2022-09-17,Returned
3787,4922,2022-11-05,Completed
3788,4817,2023-01-25,Returned
3789,4491,2021-09-11,Completed
3790,2627,2023-02-09,Returned
3791,3912,2023-06-05,Cancelled
3792,4555,2022-06-12,Cancelled
3793,4059,2022-04-07,Returned
3794,1535,2022-01-17,Cancelled
3795,102,2021-11-05,Completed
3796,2024,2021-09-18,Returned
3797,1415,2021-02-20,Returned
3798,2061,2022-09-15,Completed
3799,784,2021-12-02,Completed
3800,4941,2022-06-25,Returned
3801,1554,2023-02-22,Returned
3802,694,2021-06-08,Completed
3803,3297,2021-01-11,Completed
3804,37,2021-03-10,Cancelled
3805,2438,2021-02-20,Returned
3806,3821,2022-02-13,Completed
3807,552,2023-03-23,Cancelled
3808,1859,2023-05-24,Completed
3809,2329,2023-01-19,Returned
3810,580,2021-08-11,Cancelled
3811,969,2021-01-18,Completed
3812,4232,2023-04-12,Returned
3813,4061,2021-11-26,Completed
3814,4453,2022-04-27,Completed
3815,272,2022-08-29,Returned
3816,4425,2022-03-22,Returned
3817,2681,2023-05-03,Returned
3818,3144,2021-11-01,Completed
3819,1110,2021-10-31,Completed
3820,2700,2022-09-28,Returned
3821,1240,2021-02-26,Returned
3822,1497,2021-08-28,Cancelled
3823,1902,2021-02-01,Returned
3824,3969,2022-03-13,Cancelled
3825,4986,2023-03-31,Completed
3826,2139,2022-07-27,Returned
3827,3283,2021-05-09,Returned
3828,4467,2023-04-17,Completed
3829,3032,2022-02-16,Returned
3830,1079,2023-06-20,Completed
3831,698,2022-05-01,Returned
3832,2986,2021-09-09,Returned
3833,23,2022-04-05,Returned
3834,3347,2022-02-23,Completed
3835,4311,2022-03-17,Returned
3836,2730,2022-05-07,Completed
3837,2379,2023-05-20,Completed
3838,2537,2021-09-11,Cancelled
3839,4021,2021-09-21,Completed
3840,1339,2021-11-22,Completed
3841,595,2022-11-04,Completed
3842,3950,2022-11-08,Returned
3843,2587,2023-05-21,Cancelled
3844,795,2021-01-14,Completed
3845,4065,2022-05-17,Cancelled
3846,1610,2022-10-20,Completed
3847,601,2022-05-24,Cancelled
3848,509,2021-08-20,Cancelled
3849,706,2023-02-15,Returned
3850,1470,2021-02-16,Completed
3851,2733,2023-05-04,Returned
3852,4783,2022-09-04,Returned
3853,582,2022-08-28,Completed
3854,4225,2022-05-11,Completed
3855,1721,2022-04-16,Completed
3856,1556,2021-11-02,Returned
3857,1507,2023-04-10,Cancelled
3858,2544,2021-10-09,Cancelled
3859,2348,2022-07-18,Returned
3860,1,2023-03-10,Cancelled
3861,4042,2022-03-18,Completed
3862,3637,2023-02-07,Returned
3863,3408,2023-06-06,Completed
3864,1848,2021-11-19,Completed
3865,43,2022-12-10,Cancelled
3866,3388,2021-11-26,Completed
3867,4984,2021-03-15,Cancelled
3868,280,2022-12-06,Returned
3869,2927,2021-04-02,Cancelled
3870,1958,2022-11-05,Completed
3871,4410,2022-08-31,Cancelled
3872,643,2021-10-02,Cancelled
3873,3142,2021-07-17,Cancelled
3874,304,2022-09-12,Completed
3875,4574,2023-03-25,Cancelled
3876,4169,2021-01-02,Cancelled
3877,2838,2022-07-12,Returned
3878,648,2023-01-17,Returned
3879,782,2021-11-25,Cancelled
3880,2135,2021-10-05,Returned
3881,3215,2022-11-17,Cancelled
3882,2039,2022-09-09,Returned
3883,959,2022-02-12,Completed
3884,4030,2023-04-21,Cancelled
3885,23,2021-02-21,Cancelled
3886,93,2022-08-25,Completed
3887,104,2023-01-05,Cancelled
3888,2613,2021-11-16,Completed
3889,4421,2021-10-10,Completed
3890,2037,2022-09-11,Returned
3891,4473,2021-06-03,Completed
3892,668,2023-04-04,Returned
3893,198,2022-11-29,Completed
3894,4822,2022-01-27,Cancelled
3895,1314,2023-02-25,Returned
3896,327,2021-09-02,Returned
3897,3046,2023-04-21,Returned
3898,4544,2022-02-13,Returned
3899,2284,2022-10-06,Returned
3900,173,2022-11-07,Cancelled
3901,4376,2022-07-08,Completed
3902,1242,2022-02-06,Cancelled
3903,1290,2022-09-15,Returned
3904,2769,2021-04-03,Cancelled
3905,2315,2022-12-10,Cancelled
3906,4918,2021-07-31,Completed
3907,1940,2021-12-17,Returned
3908,3421,2021-05-16,Completed
3909,455,2021-07-14,Returned
3910,3838,2021-11-04,Cancelled
3911,170,2022-05-31,Returned
3912,438,2023-02-20,Cancelled
3913,3993,2021-02-13,Returned
3914,4958,2022-07-26,Cancelled
3915,349,2022-09-03,Completed
3916,337,2022-11-27,Returned
3917,963,2022-09-06,Returned
3918,760,2022-07-08,Returned
3919,2312,2023-06-06,Completed
3920,647,2021-04-05,Completed
3921,1190,2023-04-11,Cancelled
3922,3102,2021-04-13,Completed
3923,2747,2022-07-05,Cancelled
3924,4535,2021-12-13,Returned
3925,386,2021-12-18,Completed
3926,3272,2021-09-04,Completed
3927,978,2021-04-25,Returned
3928,3304,2021-02-03,Cancelled
3929,3726,2023-03-29,Returned
3930,1302,2021-05-31,Completed
3931,2569,2021-08-20,Returned
3932,3854,2022-11-26,Completed
3933,3900,2022-05-04,Cancelled
3934,2977,2022-12-30,Cancelled
3935,2428,2022-05-07,Returned
3936,465,2023-06-04,Returned
3937,1128,2022-10-18,Completed
3938,655,2022-03-31,Completed
3939,2370,2022-02-04,Returned
3940,602,2023-04-23,Returned
3941,4689,2021-12-14,Returned
3942,1998,2022-08-14,Cancelled
3943,3451,2023-06-17,Cancelled
3944,3175,2022-02-22,Completed
3945,3338,2021-07-04,Completed
3946,2677,2022-12-21,Returned
3947,3080,2021-01-03,Cancelled
3948,1902,2021-01-14,Completed
3949,3149,2021-03-17,Returned
3950,4380,2021-11-05,Completed
3951,1063,2022-01-18,Cancelled
3952,4551,2022-04-05,Completed
3953,1771,2022-02-02,Returned
3954,3288,2021-02-19,Cancelled
3955,425,2022-02-07,Completed
3956,341,2022-02-10,Cancelled
3957,1956,2022-03-21,Completed
3958,3039,2021-02-15,Completed
3959,4350,2022-10-19,Completed
3960,3514,2021-09-30,Completed
3961,4465,2022-08-25,Completed
3962,90,2023-05-31,Completed
3963,4806,2021-02-14,Returned
3964,969,2021-06-18,Completed
3965,1944,2022-10-17,Completed
3966,1173,2022-01-09,Completed
3967,191,2022-09-15,Cancelled
3968,2777,2021-06-11,Returned
3969,1639,2023-02-25,Cancelled
3970,3040,2022-08-06,Cancelled
3971,4895,2022-01-11,Completed
3972,919,2022-08-12,Returned
3973,1530,2022-02-06,Completed
3974,406,2022-10-01,Returned
3975,4370,2022-03-17,Completed
3976,1090,2023-06-03,Cancelled
3977,2858,2023-04-15,Cancelled
3978,2419,2022-11-09,Cancelled
3979,2112,2023-04-11,Cancelled
3980,4838,2021-05-21,Completed
3981,2614,2021-10-20,Returned
3982,4562,2022-09-12,Cancelled
3983,2338,2021-12-04,Completed
3984,4210,2021-04-03,Completed
3985,4567,2021-01-17,Returned
3986,4597,2021-05-04,Returned
3987,4490,2022-09-02,Cancelled
3988,2850,2022-10-07,Cancelled
3989,4337,2021-08-05,Cancelled
3990,2319,2023-02-20,Cancelled
3991,3262,2022-02-20,Completed
3992,1376,2022-09-04,Returned
3993,3040,2021-06-02,Completed
3994,4042,2022-09-24,Cancelled
3995,429,2021-11-19,Returned
3996,3338,2022-01-25,Completed
3997,1923,2023-04-12,Cancelled
3998,841,2023-04-11,Cancelled
3999,1144,2021-11-14,Returned
4000,3466,2021-02-01,Cancelled
4001,86,2021-10-31,Cancelled
4002,1264,2023-02-15,Cancelled
4003,3327,2021-01-17,Completed
4004,1612,2021-12-28,Completed
4005,2999,2022-06-01,Cancelled
4006,223,2021-03-14,Cancelled
4007,1631,2022-11-29,Completed
4008,556,2022-03-28,Completed
4009,739,2022-03-10,Cancelled
4010,770,2021-11-20,Cancelled
4011,443,2021-12-22,Returned
4012,3605,2022-08-09,Completed
4013,3060,2021-05-13,Completed
4014,2095,2021-11-06,Completed
4015,1714,2021-09-09,Returned
4016,2674,2021-11-11,Cancelled
4017,4647,2021-09-29,Completed
4018,3076,2021-09-28,Returned
4019,2994,2021-08-07,Completed
4020,2621,2022-12-13,Cancelled
4021,4781,2021-02-25,Cancelled
4022,3771,2021-05-07,Returned
4023,655,2023-02-16,Returned
4024,4299,2022-10-15,Returned
4025,4355,2022-02-12,Cancelled
4026,2461,2023-05-18,Returned
4027,3315,2022-08-18,Completed
4028,3520,2021-12-05,Cancelled
4029,1009,2022-07-22,Completed
4030,1596,2021-11-27,Returned
4031,4975,2022-05-22,Cancelled
4032,4584,2022-04-17,Cancelled
4033,4481,2021-01-08,Cancelled
4034,3840,2021-02-20,Completed
4035,1990,2023-02-03,Returned
4036,3918,2023-05-18,Cancelled
4037,727,2022-07-10,Cancelled
4038,2002,2023-05-27,Completed
4039,822,2022-08-01,Completed
4040,1344,2021-01-27,Returned
4041,2949,2022-03-19,Cancelled
4042,1982,2021-08-11,Completed
4043,1177,2022-12-08,Returned
4044,4946,2022-12-17,Cancelled
4045,1743,2023-03-17,Returned
4046,1092,2021-08-04,Returned
4047,3317,2021-10-24,Cancelled
4048,328,2021-07-10,Returned
4049,1093,2021-11-26,Completed
4050,1343,2023-04-16,Cancelled
4051,3770,2022-01-21,Returned
4052,4864,2022-10-31,Completed
4053,2116,2021-06-19,Cancelled
4054,3879,2021-08-31,Returned
4055,1307,2021-08-18,Returned
4056,4383,2023-06-08,Cancelled
4057,1153,2021-02-17,Completed
4058,1953,2022-12-04,Completed
4059,178,2022-08-13,Completed
4060,2060,2022-12-07,Completed
4061,535,2022-03-10,Returned
4062,1548,2021-08-22,Completed
4063,4230,2021-10-13,Cancelled
4064,1133,2021-08-06,Cancelled
4065,4053,2022-11-07,Completed
4066,4954,2022-08-29,Returned
4067,1224,2022-09-15,Completed
4068,3959,2021-12-06,Cancelled
4069,689,2021-12-03,Cancelled
4070,2803,2021-05-10,Cancelled
4071,472,2022-03-30,Cancelled
4072,3576,2022-08-06,Returned
4073,4992,2022-09-30,Completed
4074,1653,2022-07-19,Completed
4075,1019,2021-01-31,Completed
4076,3223,2023-03-19,Cancelled
4077,2015,2021-08-07,Returned
4078,1268,2021-07-08,Cancelled
4079,1234,2021-05-12,Cancelled
4080,3682,2022-04-24,Cancelled
4081,1789,2021-07-28,Completed
4082,3393,2023-01-14,Returned
4083,277,2022-02-12,Cancelled
4084,2448,2023-01-18,Cancelled
4085,232,2023-04-02,Cancelled
4086,29,2021-08-01,Returned
4087,2962,2021-02-23,Completed
4088,3101,2023-03-28,Completed
4089,2745,2022-09-22,Cancelled
4090,1389,2022-10-01,Returned
4091,2493,2021-05-19,Returned
4092,2357,2021-03-28,Returned
4093,308,2022-10-18,Cancelled
4094,2438,2023-01-16,Completed
4095,1084,2022-05-23,Cancelled
4096,152,2022-11-23,Returned
4097,3559,2022-04-30,Cancelled
4098,4148,2021-06-21,Cancelled
4099,3715,2022-03-07,Completed
4100,3042,2022-08-06,Completed
4101,3521,2023-05-01,Completed
4102,113,2023-05-13,Completed
4103,2008,2022-12-25,Cancelled
4104,1564,2023-04-05,Returned
4105,2924,2022-10-12,Cancelled
4106,2150,2022-02-26,Returned
4107,582,2021-10-17,Returned
4108,3669,2021-10-01,Cancelled
4109,4875,2022-05-13,Returned
4110,4803,2021-08-02,Completed
4111,4283,2021-08-11,Returned
4112,4676,2022-11-27,Cancelled
4113,4705,2023-05-09,Returned
4114,2276,2023-05-13,Returned
4115,634,2021-09-21,Returned
4116,4146,2022-03-14,Completed
4117,4828,2023-01-28,Returned
4118,2581,2023-04-14,Cancelled
4119,117,2023-06-07,Cancelled
4120,4893,2022-12-21,Returned
4121,1701,2021-05-27,Cancelled
4122,3576,2021-10-31,Completed
4123,1045,2021-05-15,Returned
4124,1823,2022-08-28,Cancelled
4125,3122,2021-04-14,Completed
4126,827,2021-06-10,Returned
4127,4490,2022-08-23,Returned
4128,4372,2023-04-05,Returned
4129,612,2022-11-08,Completed
4130,2700,2022-09-23,Cancelled
4131,4608,2021-12-14,Completed
4132,2061,2021-01-17,Completed
4133,600,2021-07-06,Returned
4134,3690,2022-03-24,Returned
4135,1339,2021-05-21,Completed
4136,4847,2022-06-28,Returned
4137,2492,2022-05-25,Cancelled
4138,1415,2023-04-27,Returned
4139,1324,2021-12-16,Cancelled
4140,3778,2023-02-04,Returned
4141,4028,2021-03-07,Returned
4142,4106,2022-06-23,Completed
4143,1055,2021-07-29,Cancelled
4144,4308,2022-10-21,Returned
4145,3958,2021-03-01,Cancelled
4146,4479,2023-05-19,Cancelled
4147,553,2022-02-02,Returned
4148,406,2022-01-29,Returned
4149,632,2023-01-19,Completed
4150,2093,2022-08-13,Returned
4151,3032,2022-02-15,Cancelled
4152,3831,2023-02-05,Returned
4153,4911,2022-07-04,Cancelled
4154,3207,2021-01-26,Returned
4155,2659,2022-06-12,Cancelled
4156,3636,2022-10-01,Cancelled
4157,4648,2023-03-05,Cancelled
4158,1580,2022-11-26,Returned
4159,1978,2021-01-04,Returned
4160,3644,2021-06-07,Completed
4161,3236,2023-04-04,Completed
4162,416,2023-05-10,Returned
4163,487,2022-08-11,Completed
4164,3418,2021-03-27,Cancelled
4165,3284,2021-05-16,Completed
4166,811,2022-03-05,Cancelled
4167,2920,2021-11-23,Returned
4168,3684,2022-12-02,Returned
4169,3329,2021-10-12,Cancelled
